Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g
1966-07-01,5.14120468694119,4.5987218751257,0.049527637665099,3.5053801230348,-1.96552030565749,,,,,,,,,,,,,,,,,,,1966-07-01,1.53528438565887,1.26696212822957,0.40772261624478
1966-10-01,5.11957712374414,4.57182321899011,0.0576821038712222,3.31509348039322,-2.31162525966991,,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t} g_{t-1} g_{t-2} z_{t} z_{t-1} z_{t-2}],,,,,,,,,,,,,,,,1966-10-01,1.54435359358091,1.25855381481197,0.40559104054257
1967-01-01,5.08499017073097,4.58929252016124,0.00375324624732205,2.76722918546955,-3.12220891724074,,,Initial State Vector,,,,,,,,,,,,,,,,1967-01-01,1.55565608373658,1.2499007424168,0.40354585480401
1967-04-01,4.85775712491684,4.39550504235797,-0.00891947607669147,2.42659870782279,-3.62812006626647,,,818.324113219182,817.163322834766,816.002626842962,1.16079038441619,1.16069599180424,1.16064878259632,0,0,0,,,,,,,,1967-04-01,1.52232415076494,1.24347037350971,0.401868530094216
1967-07-01,4.87989672188134,4.39057059645843,0.0186835095466143,2.39589177243647,-3.83411713836236,,,,,,,,,,,,,,,,,,,1967-07-01,1.52605493700845,1.23622517340637,0.400259036408881
1967-10-01,4.80822875181207,4.30918285071255,0.0371275593731472,2.45539825242804,-3.60905548509533,,,Initial Covariance Matrix,,,,,,,,,,,,,,,,1967-10-01,1.52055539938961,1.22908739660204,0.398868469875715
1968-01-01,5.03304310328238,4.47649495595458,0.0766949597428,2.85000920876325,-3.76359704255341,,,0.64993840333519,0.2,0,0.2,0.2,0,0,0,0,,,,,,,,1968-01-01,1.5736151209743,1.21857951782956,0.397435658142247
1968-04-01,5.09532786539338,4.52186067453881,0.0887510725874478,3.24289255286942,-3.03789026295615,,,0.2,0.2,0,0,0,0,0,0,0,,,,,,,,1968-04-01,1.61430269100229,1.20694266867617,0.396168521229184
1968-07-01,4.95866976106367,4.4156842230865,0.069650893201498,3.25752708590369,-3.14743834359406,,,0,0,0.2,0,0,0,0,0,0,,,,,,,,1968-07-01,1.59833581653634,1.19649882107433,0.395187366418695
1968-10-01,4.8036327065159,4.28357140156805,0.0608883556840204,3.06542174685558,-3.17939433696178,,,0.2,0,0,0.20120432394787,0.2,0,0,0,0,,,,,,,,1968-10-01,1.56830679612902,1.18720772491898,0.394445160282084
1969-01-01,4.93242751339819,4.41693597311279,0.0420227154768928,2.92518493448802,-2.56380138838711,,,0.2,0,0,0.2,0.2,0,0,0,0,,,,,,,,1969-01-01,1.60859234872874,1.17586276941825,0.393830962096893
1969-04-01,4.737553684015,4.24477603054372,0.037763333365464,2.82824496848639,-0.471000998988232,,,0,0,0,0,0,0.2,0,0,0,,,,,,,,1969-04-01,1.58404843633387,1.16642292171854,0.393373248954025
1969-07-01,4.69191200650843,4.22059503055141,0.0188947128152909,2.46275208822249,0.259476316854433,,,0,0,0,0,0,0,0.213175644931409,0.2,0,,,,,,,,1969-07-01,1.58416897475412,1.15724108923627,0.392948017592274
1969-10-01,4.41070101466915,3.98324887646297,0.000471947427088615,1.84961868842163,0.485470295099701,,,0,0,0,0,0,0,0.2,0.2,0,,,,,,,,1969-10-01,1.53292330885749,1.15092398097972,0.392404930376936
1970-01-01,4.26703862079114,3.88244296651784,-0.0315787525854391,1.02239782541494,0.212465374760074,,,0,0,0,0,0,0,0,0,0.2,,,,,,,,1970-01-01,1.50847655285305,1.14572569791804,0.391773973025946
1970-04-01,4.19139985945292,3.81853790779083,-0.0364622193682396,0.445041394917212,-0.389531022324316,,,,,,,,,,,,,,,,,,,1970-04-01,1.49920293459901,1.14106646839717,0.391154666827088
1970-07-01,4.25371680941523,3.87888770125826,-0.0409641957664758,0.141128449896769,-1.69482053808967,,,,,,,,,,,,,,,,,,,1970-07-01,1.51458138498319,1.13585474985541,0.390596894308594
1970-10-01,3.84106380049412,3.46693507433141,0.00249425255401931,-0.048600955900838,-2.74477648871949,,,,,,,,,,,,,,,,,,,1970-10-01,1.46203387379446,1.13500199679288,0.389958877784172
1971-01-01,4.31424843846675,3.88132092039161,0.0168733877755313,0.0757977540833963,-5.206617818876,,,,,,,,,,,,,,,,,,,1971-01-01,1.52147252396905,1.12911807170273,0.389622213096894
1971-04-01,4.06277309853449,3.68977803952006,-0.0225268328151688,0.326924039714527,-4.21767005784845,,,,,,,,,,,,,,,,,,,1971-04-01,1.500534687439,1.1258883841381,0.389301350830088
1971-07-01,3.91829474539808,3.61905688143309,-0.0887031474053113,0.322452654462722,-2.93825472587735,,,,,,,,,,,,,,,,,,,1971-07-01,1.48103565133593,1.12391879473537,0.388977440192725
1971-10-01,3.62027230481599,3.46953970675016,-0.221181076386585,-0.111529563434942,-2.58963455089201,,,,,,,,,,,,,,,,,,,1971-10-01,1.44844006839307,1.12403427664845,0.388665984934695
1972-01-01,3.84593729857111,3.61348020492331,-0.154886131725719,0.432188603156192,-3.77539881511268,,,,,,,,,,,,,,,,,,,1972-01-01,1.45038925943882,1.12177290737656,0.388522472401255
1972-04-01,4.00335738307476,3.8078836484235,-0.212708364206747,0.79510765887494,-2.68384931609638,,,,,,,,,,,,,,,,,,,1972-04-01,1.46768608080994,1.11722150800996,0.388509197394071
1972-07-01,3.86935554753869,3.69177691680414,-0.218157528651655,1.25237777107066,-1.88998010305789,,,,,,,,,,,,,,,,,,,1972-07-01,1.44451022540951,1.11352615384212,0.388504625855228
1972-10-01,3.9614329790984,3.80251934260747,-0.248693441224339,1.44223113534918,-1.60746791122324,,,,,,,,,,,,,,,,,,,1972-10-01,1.4490395435319,1.10790436634721,0.388604099345323
1973-01-01,4.24209838123768,4.04425779055293,-0.235679386732141,1.96302489686343,-0.137335946613361,,,,,,,,,,,,,,,,,,,1973-01-01,1.49893175080939,1.09913899998847,0.389086941201127
1973-04-01,4.30345850676695,3.94608375357204,-0.065621561167093,2.90899086586148,0.521702150227179,,,,,,,,,,,,,,,,,,,1973-04-01,1.50193337850438,1.09085946477319,0.389916502303669
1973-07-01,4.00555745148949,3.665896942426,-0.0533014735790408,2.5978913546993,3.29949240563478,,,,,,,,,,,,,,,,,,,1973-07-01,1.44931302689573,1.08515148513743,0.390724095422591
1973-10-01,4.19704531372361,3.79001965203481,0.000758475210788728,2.25271056473935,1.71751004467023,,,,,,,,,,,,,,,,,,,1973-10-01,1.46189423854853,1.07790556386764,0.391972244058041
1974-01-01,3.96821774242443,3.50694171752564,0.085353081080654,1.84649396260318,0.198876330706624,,,,,,,,,,,,,,,,,,,1974-01-01,1.42514198363023,1.07313643551657,0.393055126678606
1974-04-01,4.15960074193902,3.45852644081637,0.33034118217539,2.05057018585615,1.06157359994175,,,,,,,,,,,,,,,,,,,1974-04-01,1.42450105149585,1.0682133115303,0.394209660912786
1974-07-01,3.99360608305849,3.15675904332939,0.498461560848043,1.93053076134061,0.701499199321045,,,,,,,,,,,,,,,,,,,1974-07-01,1.39748373313265,1.06576097793499,0.394740698371399
1974-10-01,3.86376187947813,3.07907345245826,0.454630373675016,0.963539960325761,-3.31479156720194,,,,,,,,,,,,,,,,,,,1974-10-01,1.39025982373352,1.06435799133368,0.394748914072692
1975-01-01,3.39832084185138,2.81320741346158,0.283554606595173,-0.358209433340676,-6.41454810511758,,,,,,,,,,,,,,,,,,,1975-01-01,1.39541932707325,1.06589063108638,0.393915032488285
1975-04-01,3.30837691262181,2.90090200719805,0.096515753515391,-1.18645196595844,-6.3412443270501,,,,,,,,,,,,,,,,,,,1975-04-01,1.39817445262739,1.06710717941118,0.393140251705782
1975-07-01,3.3581003157981,3.0192237629122,0.0152340243181849,-0.910368883204342,-4.26982002919227,,,,,,,,,,,,,,,,,,,1975-07-01,1.39440575112112,1.06762432617614,0.392607005454618
1975-10-01,3.31729581802442,2.98286142962286,0.0146896820605109,-0.176900620318179,-4.2255711601823,,,,,,,,,,,,,,,,,,,1975-10-01,1.39619538455967,1.0686240634803,0.392056878633191
1976-01-01,3.48370438949949,3.15555931711171,-0.010111803098118,0.521456431412048,-4.59452429865672,,,,,,,,,,,,,,,,,,,1976-01-01,1.39735996662307,1.06848134727914,0.39168288602174
1976-04-01,3.21441195035076,3.0230891233151,-0.132734044791408,0.716310656287192,-3.60979366903576,,,,,,,,,,,,,,,,,,,1976-04-01,1.39902468679351,1.07034630677131,0.390920022189397
1976-07-01,3.12742286986935,2.88403107570826,-0.0657588959188676,1.24758560679811,-3.49449654137238,,,,,,,,,,,,,,,,,,,1976-07-01,1.41150562706063,1.07371027249834,0.389917746245399
1976-10-01,3.08144253511148,2.83948659986321,-0.0624198564047019,1.44011228914246,-3.82615377846868,,,,,,,,,,,,,,,,,,,1976-10-01,1.42482878050806,1.07776298937676,0.389013042820423
1977-01-01,3.17076633912868,2.87902156340159,-0.0168689249287149,1.85329503392745,-4.3009469879915,,,,,,,,,,,,,,,,,,,1977-01-01,1.42367202872354,1.08143502742253,0.388446281129078
1977-04-01,3.34524335783593,3.05867536547463,-0.0413035094167556,2.2510563355346,-4.26806462476445,,,,,,,,,,,,,,,,,,,1977-04-01,1.40782034710414,1.08355227472876,0.388258915830644
1977-07-01,3.48020079935303,3.15475197749968,-0.0127215117085431,2.94053877121723,-3.79565617640165,,,,,,,,,,,,,,,,,,,1977-07-01,1.40621681138842,1.08504279172939,0.388307668193411
1977-10-01,3.13564589699814,2.93653874043708,-0.115672037636661,2.82241934575518,-2.586880745805,,,,,,,,,,,,,,,,,,,1977-10-01,1.42122291533494,1.08914521753254,0.388467301771499
1978-01-01,3.0466700719989,2.86374959879816,-0.124056165207087,2.69120549089632,-2.1182780872017,,,,,,,,,,,,,,,,,,,1978-01-01,1.44505678036758,1.09346758017237,0.388851255402523
1978-04-01,3.81151876488386,3.47193571760781,-0.0325874650503864,3.44609808576752,-2.49873400914186,,,,,,,,,,,,,,,,,,,1978-04-01,1.40949376470074,1.09117656825038,0.389351316336822
1978-07-01,3.69495058660828,3.384487500386,-0.0523335060628274,3.89768925209023,-1.54211830127898,,,,,,,,,,,,,,,,,,,1978-07-01,1.41098027945946,1.08962295794241,0.389949685015613
1978-10-01,3.80751794368825,3.46323336437403,-0.026953093373201,4.11663286139071,-0.345122117301234,,,,,,,,,,,,,,,,,,,1978-10-01,1.41703480908469,1.08724671888535,0.390708870783119
1979-01-01,3.53932729004923,3.38441945003148,-0.207881457680892,3.35025431649876,0.66405351989212,,,,,,,,,,,,,,,,,,,1979-01-01,1.40512169052959,1.08607118602881,0.391575091413936
1979-04-01,3.64019539224581,3.27060493778034,0.0190013841846039,3.59284749796416,0.218835837853568,,,,,,,,,,,,,,,,,,,1979-04-01,1.39718266116844,1.08525576157362,0.392514411307256
1979-07-01,3.67583353721175,3.3799076899682,-0.0663798170612599,2.87030512824606,0.916178434675837,,,,,,,,,,,,,,,,,,,1979-07-01,1.39697108336802,1.08356515233256,0.393603724943957
1979-10-01,3.6868099136853,3.32236553554365,0.00830688480380819,2.67986790259033,3.64734216812636,,,,,,,,,,,,,,,,,,,1979-10-01,1.39562116130502,1.08232496369969,0.39481224182895
1980-01-01,3.80847288751997,3.30139187672522,0.153191766843617,2.56971422708864,4.210823201657,,,,,,,,,,,,,,,,,,,1980-01-01,1.39538834133594,1.08142378135236,0.396118503811061
1980-04-01,3.26041168168885,2.88636022775731,0.0646510928375276,1.19472206047158,1.92044195079421,,,,,,,,,,,,,,,,,,,1980-04-01,1.39547633220929,1.08436198567746,0.397052614231372
1980-07-01,3.32406289469304,2.94306802990336,0.0655157702471887,0.120240500467958,-1.74415230361403,,,,,,,,,,,,,,,,,,,1980-07-01,1.40229905707677,1.08641974857666,0.397966516250503
1980-10-01,3.75606880796297,3.23484897310011,0.174463587760787,0.254897640453351,4.4398264260278,,,,,,,,,,,,,,,,,,,1980-10-01,1.38273116802439,1.0854867255557,0.399185715470897
1981-01-01,3.95818280183624,3.46432237802377,0.122506015447629,0.320371978732396,5.34232223597249,,,,,,,,,,,,,,,,,,,1981-01-01,1.4008267383147,1.08304462268423,0.400729738261909
1981-04-01,3.5026473234675,3.20176624753536,-0.0423289030578328,-0.551424024839548,7.58028472229547,,,,,,,,,,,,,,,,,,,1981-04-01,1.3837544882486,1.0831002326417,0.401945039072145
1981-07-01,3.72794406892022,3.44665298073119,-0.0881692676420931,-1.27756046628747,7.49608036483264,,,,,,,,,,,,,,,,,,,1981-07-01,1.40386966222453,1.08152065762554,0.403123742585857
1981-10-01,3.36275739969133,3.18641225748868,-0.165218981907882,-2.31651957760619,3.75272009059445,,,,,,,,,,,,,,,,,,,1981-10-01,1.40323387275358,1.08252183101139,0.403679656036166
1982-01-01,2.9031779038502,2.91580373464089,-0.325182357762427,-3.89223047824737,5.67276297923613,,,,,,,,,,,,,,,,,,,1982-01-01,1.43847523204203,1.08603742993966,0.403564204148174
1982-04-01,2.98186107416798,3.03183785134124,-0.374971459736608,-4.7532283288474,6.48245550663947,,,,,,,,,,,,,,,,,,,1982-04-01,1.45330064661464,1.0890862680937,0.403376449671789
1982-07-01,2.87733955831442,2.86414555714187,-0.293825081575164,-5.02703764701448,2.78245349721934,,,,,,,,,,,,,,,,,,,1982-07-01,1.49064677096343,1.09374749778468,0.402988395587028
1982-10-01,2.77428364350131,2.80509154857049,-0.331496755228343,-5.53621484420626,1.32800591419525,,,,,,,,,,,,,,,,,,,1982-10-01,1.52894395433591,1.09927334452964,0.402582296774659
1983-01-01,2.91956595785148,2.9243511539958,-0.31825795478021,-5.39649205308774,0.63604920057485,,,,,,,,,,,,,,,,,,,1983-01-01,1.52525945164249,1.10394050566159,0.402257014377914
1983-04-01,3.02032471390779,3.17421053197585,-0.494141990993792,-5.27997197163847,1.27352439652741,,,,,,,,,,,,,,,,,,,1983-04-01,1.50078872439017,1.10693229827175,0.4018426762272
1983-07-01,3.3343886466921,3.20820346654447,-0.217714829790907,-3.66590158704128,1.77287131978881,,,,,,,,,,,,,,,,,,,1983-07-01,1.4919623491014,1.10908570958861,0.401226366631806
1983-10-01,3.31894561168413,3.37988453828799,-0.423242109188567,-3.53857001997665,2.34178778366075,,,,,,,,,,,,,,,,,,,1983-10-01,1.48935109179935,1.11005068703539,0.400346204780422
1984-01-01,3.50097306202769,3.4765400370762,-0.348231042577248,-2.6958994723127,2.74641435484828,,,,,,,,,,,,,,,,,,,1984-01-01,1.49213624292376,1.10990293574324,0.399234505337129
1984-04-01,3.67849005820239,3.54799556231762,-0.249829171821111,-1.94851955229274,3.13864320850611,,,,,,,,,,,,,,,,,,,1984-04-01,1.49772627368787,1.10889652144629,0.398006011382706
1984-07-01,3.58699697429135,3.53518813341172,-0.327141947900725,-1.9798015932804,4.75094575255855,,,,,,,,,,,,,,,,,,,1984-07-01,1.50275112726736,1.10807735003182,0.396791459236878
1984-10-01,3.52185860866258,3.55319422199985,-0.412216545922085,-2.29300910356369,2.51224173621413,,,,,,,,,,,,,,,,,,,1984-10-01,1.50929226749919,1.10710717558239,0.395615901421913
1985-01-01,3.77031672515617,3.54499444729962,-0.154679688468706,-1.66403907615143,1.03999799751403,,,,,,,,,,,,,,,,,,,1985-01-01,1.51268236409371,1.10552756311242,0.394503408931037
1985-04-01,3.66324080888169,3.57481910049618,-0.294777280397227,-2.07886716870712,0.839330658328827,,,,,,,,,,,,,,,,,,,1985-04-01,1.51235965875314,1.10368975693808,0.393476113633699
1985-07-01,3.84646264885211,3.66997588727841,-0.216912459289504,-1.69635988000027,0.543353862503491,,,,,,,,,,,,,,,,,,,1985-07-01,1.51295731855681,1.10079892026403,0.392540672724564
1985-10-01,3.6655891101452,3.61395306677227,-0.335757869931155,-1.87744323319964,0.942716122329196,,,,,,,,,,,,,,,,,,,1985-10-01,1.50768339959079,1.09854268568196,0.3917531951717
1986-01-01,3.74941897089438,3.57853879590762,-0.212717542649146,-1.45981122651051,0.830977138985881,,,,,,,,,,,,,,,,,,,1986-01-01,1.50242153164098,1.09638995531037,0.391110675792663
1986-04-01,3.52590963354382,3.5048632745076,-0.354653788259812,-1.88037834297256,0.247499244634573,,,,,,,,,,,,,,,,,,,1986-04-01,1.49589077504508,1.09504701751209,0.390583702399258
1986-07-01,3.52851726008773,3.52290862306209,-0.372025862505816,-1.91374648805618,-0.186756255881417,,,,,,,,,,,,,,,,,,,1986-07-01,1.49196635772868,1.09362531394869,0.390162021307007
1986-10-01,3.45927557278836,3.4180140456635,-0.32512890806154,-1.73146479452373,-0.14956648586615,,,,,,,,,,,,,,,,,,,1986-10-01,1.48636920172809,1.0929609531417,0.38982337033965
1987-01-01,3.36037285102746,3.39148490823632,-0.394658729298553,-1.87320303029492,0.342265361764416,,,,,,,,,,,,,,,,,,,1987-01-01,1.48253777205447,1.09255586660172,0.389545258628494
1987-04-01,3.5090367136183,3.38436201836183,-0.238108446114506,-1.31257585613912,0.374073660988912,,,,,,,,,,,,,,,,,,,1987-04-01,1.47795236583665,1.09185335448677,0.389310200108744
1987-07-01,3.48989916191766,3.35728007182969,-0.227261030393369,-1.16157429323107,0.390366986170752,,,,,,,,,,,,,,,,,,,1987-07-01,1.4760202640284,1.09110551917369,0.389084193630352
1987-10-01,3.73448984571252,3.49121692688203,-0.130964422526639,-0.667268012959653,0.0311300974545405,,,,,,,,,,,,,,,,,,,1987-10-01,1.47457966023736,1.08909473537112,0.388897745949442
1988-01-01,3.59944353401486,3.37237796179859,-0.134432950764945,-0.537736542367497,-0.43889836336495,,,,,,,,,,,,,,,,,,,1988-01-01,1.47097948760088,1.08782255170266,0.388727643306206
1988-04-01,3.79295218421397,3.43402461759868,-0.00917910505830166,-0.0888114623618321,-0.336391164053489,,,,,,,,,,,,,,,,,,,1988-04-01,1.4676889104066,1.08580453834168,0.388624522332301
1988-07-01,3.70068525093019,3.35101584769585,-0.00953923030288074,-0.0190545726709388,0.405979017915376,,,,,,,,,,,,,,,,,,,1988-07-01,1.46292503155453,1.08415198056309,0.388543069930799
1988-10-01,3.82078131384087,3.44975944007348,0.00122852428115065,0.0775663852433581,0.725286447919351,,,,,,,,,,,,,,,,,,,1988-10-01,1.46259405157907,1.0815395376156,0.388567953385799
1989-01-01,3.83156023942699,3.46938045793723,-0.00971682245297322,0.123885305642489,1.67272889682865,,,,,,,,,,,,,,,,,,,1989-01-01,1.46473074935432,1.07859390389529,0.388725901123479
1989-04-01,3.74045484361781,3.47443920765969,-0.106423235361965,-0.18964555141099,2.37578384787819,,,,,,,,,,,,,,,,,,,1989-04-01,1.46754404331604,1.07553621170199,0.389049383784196
1989-07-01,3.66287746071035,3.50061249921166,-0.212979528392254,-0.632700317976742,2.13818799561696,,,,,,,,,,,,,,,,,,,1989-07-01,1.47297230919933,1.07231222048101,0.389612977946707
1989-10-01,3.58420389730986,3.39788705975778,-0.177916106463576,-0.817659238150327,1.89737346160534,,,,,,,,,,,,,,,,,,,1989-10-01,1.47760400388673,1.06945147068857,0.390359120881091
1990-01-01,3.80073476280355,3.47776373461624,-0.0498242123173816,-0.667979480638792,1.22016612183945,,,,,,,,,,,,,,,,,,,1990-01-01,1.48654887789864,1.06596163797108,0.391597550648194
1990-04-01,3.7275529057112,3.38912008980033,-0.0248603619437706,-0.759672567217535,1.07945686610649,,,,,,,,,,,,,,,,,,,1990-04-01,1.48760097215784,1.06309944395036,0.393040490589437
1990-07-01,3.56876210276838,3.27323878811895,-0.055348088459475,-1.1170811850933,0.883267869202952,,,,,,,,,,,,,,,,,,,1990-07-01,1.48001499074652,1.06115197808684,0.394357319895125
1990-10-01,3.15294497869918,2.99313534653267,-0.161036375935541,-1.8869888252716,0.915107533720339,,,,,,,,,,,,,,,,,,,1990-10-01,1.48324230263916,1.06080224381056,0.394945103952615
1991-01-01,2.95945003437566,2.83213393074059,-0.176271526353387,-2.46468707853285,-0.0563548301218249,,,,,,,,,,,,,,,,,,,1991-01-01,1.5068543302917,1.06117887594688,0.39507941030039
1991-04-01,2.99444504014944,2.89941380659255,-0.215768392246483,-2.74973274546085,-0.365116391280036,,,,,,,,,,,,,,,,,,,1991-04-01,1.50389889342011,1.06132178802892,0.395335622383264
1991-07-01,2.95894001996371,2.81565946482371,-0.158541111731818,-2.5152681754214,-0.45283470921005,,,,,,,,,,,,,,,,,,,1991-07-01,1.5172157220339,1.0618934772764,0.395434784761947
1991-10-01,2.81878133741478,2.71395294613048,-0.186090951855829,-2.50073164463936,-1.1460761253181,,,,,,,,,,,,,,,,,,,1991-10-01,1.54576754399516,1.06297792785472,0.395305731008749
1992-01-01,2.89704771788863,2.77586382223404,-0.176371918996574,-2.22787183759453,-1.9455554477621,,,,,,,,,,,,,,,,,,,1992-01-01,1.54492966923297,1.06383309044715,0.395313072956982
1992-04-01,2.87696894901516,2.77164863666789,-0.191783659902623,-1.85467249914188,-2.12558931253443,,,,,,,,,,,,,,,,,,,1992-04-01,1.5506199174538,1.06482977446995,0.395291331836191
1992-07-01,2.79386896647292,2.74895686899563,-0.249759454507053,-1.5782689721475,-2.27902883854443,,,,,,,,,,,,,,,,,,,1992-07-01,1.5589519598191,1.06612893353769,0.39510838887034
1992-10-01,2.82207134054432,2.72140512455013,-0.191051955605329,-1.00439533357167,-2.48221270429965,,,,,,,,,,,,,,,,,,,1992-10-01,1.56060156894531,1.06776761295872,0.394673482936446
1993-01-01,2.59884424339256,2.54142048228501,-0.215001145301889,-0.815410655053711,-2.18008545111984,,,,,,,,,,,,,,,,,,,1993-01-01,1.59967013134137,1.07054773217566,0.393705918975395
1993-04-01,2.57330531571151,2.48338758310127,-0.176286397961829,-0.557592770705924,-2.24983171392948,,,,,,,,,,,,,,,,,,,1993-04-01,1.62079103138851,1.07390457828322,0.392560569907519
1993-07-01,2.42004052238777,2.42480648598087,-0.264690554824231,-0.623017142431308,-2.00014810492318,,,,,,,,,,,,,,,,,,,1993-07-01,1.64869793087279,1.07793221070136,0.39144115550489
1993-10-01,2.51223007455164,2.53445925587364,-0.293907886358292,-0.38735360015869,-1.94802636338965,,,,,,,,,,,,,,,,,,,1993-10-01,1.62064866587569,1.08171380107902,0.390617320838497
1994-01-01,2.46013617257963,2.53279945224042,-0.344164063785307,-0.141167754420849,-1.43051212846971,,,,,,,,,,,,,,,,,,,1994-01-01,1.615096592542,1.08581653242132,0.389988180538457
